Date_Time,Model_Name,Train_AUC,Validation_AUC,Accuracy,Precision,Recall,F1_Score,Log_Loss,MCC,Balanced_Accuracy,Confusion_Matrix_TP,Confusion_Matrix_FP,Confusion_Matrix_FN,Confusion_Matrix_TN,Model_Filename,Learning_Rate,N_Estimators,Max_Depth,Min_Child_Weight,Gamma,Subsample,Colsample_Bytree,Reg_Lambda,Reg_Alpha,random_state,scale_pos_weight,kaggle_score
20230630_140253,XGBoost,0.9999919317333616,0.9799483840352988,0.987343725883624,0.9367945823927766,0.7531760435571688,0.8350100603621731,0.4561783574483111,0.833844637109517,0.8754596265178445,415,28,136,12379,Models\XGBoost_model-20230630_140253.pickle,,100,,,,,,,,,,
20230630_140336,XGBoost,0.9999880904831472,0.9648762063170296,0.9851057261923136,0.9493087557603688,0.7066895368782161,0.8102261553588987,0.5368440426068538,0.8121294179733622,0.8524558795502192,412,22,171,12353,Models\XGBoost_model-20230630_140336.pickle,,100,,,,,,,,,,
20230630_140424,XGBoost,0.9999987954917412,0.9733099790668456,0.9854144158049082,0.9295454545454546,0.7213403880070547,0.8123138033763655,0.5257177412056756,0.8118621021832112,0.8594192860864908,409,31,158,12360,Models\XGBoost_model-20230630_140424.pickle,,100,,,,,,,,,,
20230630_140453,XGBoost,0.9999984837655612,0.9769735339615097,0.9877295878993672,0.9447004608294932,0.7522935779816514,0.8375893769152196,0.4422704806968382,0.8371243590735884,0.8751800605609539,410,24,135,12389,Models\XGBoost_model-20230630_140453.pickle,,100,,,,,,,,,,
20230630_140829,XGBoost,0.9999975761075032,0.9774439778981296,0.986494829448989,0.9443254817987152,0.747457627118644,0.8344370860927153,0.4867756863015515,0.8336468588737308,0.8726777139474203,441,26,149,12342,Models\XGBoost_model-20230630_140829.pickle,,100,,,,,,,,,,
20230630_140913,XGBoost,0.9999983719551152,0.9702505332962176,0.9883469671245564,0.9329004329004328,0.7822141560798548,0.8509378084896347,0.4200178778944816,0.8484747044573333,0.8898577832869654,431,31,120,12376,Models\XGBoost_model-20230630_140913.pickle,,100,,,,,,,,,,
20230630_141049,XGBoost,0.9999984946550712,0.9698976383288316,0.9878839327056644,0.9365079365079364,0.7619926199261993,0.8402848423194303,0.436707329996249,0.8388505968568871,0.879868732643512,413,28,129,12388,Models\XGBoost_model-20230630_141049.pickle,,100,,,,,,,,,,
20230630_141147,XGBoost,0.9999960759898132,0.9726377953625792,0.9882697947214076,0.9540229885057472,0.7586837294332724,0.845213849287169,0.4227994532447762,0.8451534393916088,0.8785361278702902,415,20,132,12391,Models\XGBoost_model-20230630_141147.pickle,,100,,,,,,,,,,
20230630_162200,XGBoost,0.9999991060956231,0.973206363929666,0.9862633122395432,0.9321266968325792,0.7357142857142858,0.8223552894211577,0.4951204123524352,0.8214939498178853,0.8666472702970525,412,30,148,12368,Models\XGBoost_model-20230630_162200.pickle,,100,,,,,,,,,,
20230630_162501,XGBoost,0.9999990684965304,0.9738806024726148,0.9858774502238,0.9493670886075948,0.7389162561576355,0.8310249307479225,0.5090282891039082,0.830825729810322,0.8684863894765018,450,24,159,12325,Models\XGBoost_model-20230630_162501.pickle,,100,,,,,,,,,,
20230630_162548,XGBoost,0.9999937771699906,0.9701740260959032,0.9858774502238,0.9242761692650334,0.7358156028368794,0.8193484698914116,0.5090282891039081,0.8178198816857812,0.8665361699838746,415,34,149,12360,Models\XGBoost_model-20230630_162548.pickle,,100,,,,,,,,,,
